name,id,key,potid,potkey,units,atom_style,allsymbols,pair_style,status,symbols,elements,artifacts,comments,dois
1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu,301f04ce-9082-4542-8590-489300cd19e8,metal,atomic,False,eam,active,"['Cu', 'Ni']","['Cu', 'Ni']","[{'filename': 'Cu_smf7.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1985--Foiles-S-M--Ni-Cu/1/Cu_smf7.eam'}, {'filename': 'Ni_smf7.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1985--Foiles-S-M--Ni-Cu/1/Ni_smf7.eam'}]","Potential 1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1985--Foiles-S-M--Ni-Cu/1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1.html
",['10.1103/physrevb.32.7685']
1985--Stillinger-F-H--Si--LAMMPS--ipr1,1985--Stillinger-F-H--Si--LAMMPS--ipr1,d085648c-b3ef-4be8-824b-7093fd22770a,1985--Stillinger-F-H-Weber-T-A--Si,edc31ad6-2b9a-455c-9b5f-e888a672ecbd,metal,atomic,False,sw,active,['Si'],['Si'],"[{'filename': 'Si.sw', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1985--Stillinger-F-H-Weber-T-A--Si/1/Si.sw'}]","Potential 1985--Stillinger-F-H--Si--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1985--Stillinger-F-H-Weber-T-A--Si/1985--Stillinger-F-H--Si--LAMMPS--ipr1.html
","['10.1103/physrevb.31.5262', '10.1103/physrevb.33.1451']"
1986--Foiles-S-M--Ag--LAMMPS--ipr1,1986--Foiles-S-M--Ag--LAMMPS--ipr1,76a265fc-45ff-49d7-8c64-2044f12402f2,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag,672d54f8-9f48-4200-af56-8a7378ebbc4a,metal,atomic,False,eam,active,['Ag'],['Ag'],"[{'filename': 'Ag_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag/1/Ag_u3.eam'}]","Potential 1986--Foiles-S-M--Ag--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag/1986--Foiles-S-M--Ag--LAMMPS--ipr1.html
",['10.1103/physrevb.33.7983']
1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,c5afa7e8-6b3b-49cd-ad1c-ae3e4329363a,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt,7a1302de-59cf-4efb-900e-cad845b68ee5,metal,atomic,False,eam,active,"['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']","['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']","[{'filename': 'Ag_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Ag_u3.eam'}, {'filename': 'Au_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Au_u3.eam'}, {'filename': 'Cu_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Cu_u3.eam'}, {'filename': 'Ni_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Ni_u3.eam'}, {'filename': 'Pd_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Pd_u3.eam'}, {'filename': 'Pt_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Pt_u3.eam'}]","Potential 1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1.html
",['10.1103/physrevb.33.7983']
1986--Foiles-S-M--Au--LAMMPS--ipr1,1986--Foiles-S-M--Au--LAMMPS--ipr1,c588810a-b96d-4871-bfe2-cff8a5a7c709,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au,ffb66faa-319d-4556-8363-dad3959cd553,metal,atomic,False,eam,active,['Au'],['Au'],"[{'filename': 'Au_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au/1/Au_u3.eam'}]","Potential 1986--Foiles-S-M--Au--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au/1986--Foiles-S-M--Au--LAMMPS--ipr1.html
",['10.1103/physrevb.33.7983']
1986--Foiles-S-M--Cu--LAMMPS--ipr1,1986--Foiles-S-M--Cu--LAMMPS--ipr1,380d3b47-51e9-4590-8a59-8313dd8fb018,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu,7991d330-58cd-43ac-bba9-ff6a58dcf617,metal,atomic,False,eam,active,['Cu'],['Cu'],"[{'filename': 'Cu_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu/1/Cu_u3.eam'}]","Potential 1986--Foiles-S-M--Cu--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu/1986--Foiles-S-M--Cu--LAMMPS--ipr1.html
",['10.1103/physrevb.33.7983']
1986--Foiles-S-M--Ni--LAMMPS--ipr1,1986--Foiles-S-M--Ni--LAMMPS--ipr1,8e9ae12d-5034-418a-a168-fb5499ecffcd,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni,15a085b9-d9d6-404f-9c2f-3ed40e8ff7a4,metal,atomic,False,eam,active,['Ni'],['Ni'],"[{'filename': 'Ni_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni/1/Ni_u3.eam'}]","Potential 1986--Foiles-S-M--Ni--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni/1986--Foiles-S-M--Ni--LAMMPS--ipr1.html
",['10.1103/physrevb.33.7983']
1986--Foiles-S-M--Pd--LAMMPS--ipr1,1986--Foiles-S-M--Pd--LAMMPS--ipr1,fa189ff3-4a27-4c36-b8b7-3821443a4edd,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd,16dde7ea-c8cf-4a23-95b3-494a2b252e9b,metal,atomic,False,eam,active,['Pd'],['Pd'],"[{'filename': 'Pd_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd/1/Pd_u3.eam'}]","Potential 1986--Foiles-S-M--Pd--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd/1986--Foiles-S-M--Pd--LAMMPS--ipr1.html
",['10.1103/physrevb.33.7983']
1986--Foiles-S-M--Pt--LAMMPS--ipr1,1986--Foiles-S-M--Pt--LAMMPS--ipr1,0a74d2a8-ec49-459c-903a-44bd3e50969a,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt,87657840-e5e6-4378-94ea-381a90608142,metal,atomic,False,eam,active,['Pt'],['Pt'],"[{'filename': 'Pt_u3.eam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt/1/Pt_u3.eam'}]","Potential 1986--Foiles-S-M--Pt--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt/1986--Foiles-S-M--Pt--LAMMPS--ipr1.html
",['10.1103/physrevb.33.7983']
1987--Ackland-G-J--Ag--LAMMPS--ipr1,1987--Ackland-G-J--Ag--LAMMPS--ipr1,59a266da-922c-429c-8633-8d3a8de4cd70,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag,dc4149ce-3592-4131-8683-ecf654d5a519,metal,atomic,False,eam/fs,active,['Ag'],['Ag'],"[{'filename': 'Ag.eam.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/2/Ag.eam.fs'}, {'filename': 'conversion_check.pdf', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/2/conversion_check.pdf'}]","Potential 1987--Ackland-G-J--Ag--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/1987--Ackland-G-J--Ag--LAMMPS--ipr1.html
",['10.1080/01418618708204485']
1987--Ackland-G-J--Ag--LAMMPS--ipr2,1987--Ackland-G-J--Ag--LAMMPS--ipr2,024ec18c-c358-4eca-b6f9-442d70cfbf05,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag,dc4149ce-3592-4131-8683-ecf654d5a519,metal,atomic,False,eam/fs,active,['Ag'],['Ag'],"[{'filename': 'Ag_v2.eam.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/3/Ag_v2.eam.fs'}]","Potential 1987--Ackland-G-J--Ag--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/1987--Ackland-G-J--Ag--LAMMPS--ipr2.html
",['10.1080/01418618708204485']
1987--Ackland-G-J--Au--LAMMPS--ipr1,1987--Ackland-G-J--Au--LAMMPS--ipr1,d8dc01ec-7e50-48f2-92a7-a3b670f28037,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au,25899e46-6992-460a-b1c7-fb2704629e9f,metal,atomic,False,eam/fs,active,['Au'],['Au'],"[{'filename': 'Au.eam.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/2/Au.eam.fs'}, {'filename': 'conversion_check.pdf', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/2/conversion_check.pdf'}]","Potential 1987--Ackland-G-J--Au--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/1987--Ackland-G-J--Au--LAMMPS--ipr1.html
",['10.1080/01418618708204485']
1987--Ackland-G-J--Au--LAMMPS--ipr2,1987--Ackland-G-J--Au--LAMMPS--ipr2,0fb01014-9712-408b-9707-1663fdde3d9f,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au,25899e46-6992-460a-b1c7-fb2704629e9f,metal,atomic,False,eam/fs,active,['Au'],['Au'],"[{'filename': 'Au_v2.eam.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/3/Au_v2.eam.fs'}]","Potential 1987--Ackland-G-J--Au--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/1987--Ackland-G-J--Au--LAMMPS--ipr2.html
",['10.1080/01418618708204485']
1987--Ackland-G-J--Cu--LAMMPS--ipr1,1987--Ackland-G-J--Cu--LAMMPS--ipr1,e879eafc-5f54-4c71-8488-719fe2f6d9ad,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu,41ea33df-5737-4c25-b94c-a708f063f26f,metal,atomic,False,eam/fs,active,['Cu'],['Cu'],"[{'filename': 'Cu.eam.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/2/Cu.eam.fs'}, {'filename': 'conversion_check.pdf', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/2/conversion_check.pdf'}]","Potential 1987--Ackland-G-J--Cu--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/1987--Ackland-G-J--Cu--LAMMPS--ipr1.html
",['10.1080/01418618708204485']
1987--Ackland-G-J--Cu--LAMMPS--ipr2,1987--Ackland-G-J--Cu--LAMMPS--ipr2,176dfbb2-63a5-450e-a17f-b2b5f260eb4f,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu,41ea33df-5737-4c25-b94c-a708f063f26f,metal,atomic,False,eam/fs,active,['Cu'],['Cu'],"[{'filename': 'Cu1_v2.eam.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/3/Cu1_v2.eam.fs'}]","Potential 1987--Ackland-G-J--Cu--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/1987--Ackland-G-J--Cu--LAMMPS--ipr2.html
",['10.1080/01418618708204485']
1987--Ackland-G-J--Mo--LAMMPS--ipr1,1987--Ackland-G-J--Mo--LAMMPS--ipr1,2b039bc2-b625-41c5-aa5e-6bb4e58c9828,1987--Ackland-G-J-Thetford-R--Mo,ff748ef8-f019-42b2-bdda-b5b5cadd6264,metal,atomic,False,eam/alloy,retracted,['Mo'],['Mo'],"[{'filename': 'Mo.AT1.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Mo/2/Mo.AT1.fs'}]",,[]
1987--Ackland-G-J--Mo--LAMMPS--ipr2,1987--Ackland-G-J--Mo--LAMMPS--ipr2,0dd57c7f-ead7-46ae-b2d1-071199a06ccd,1987--Ackland-G-J-Thetford-R--Mo,ff748ef8-f019-42b2-bdda-b5b5cadd6264,metal,atomic,False,eam/alloy,superseded,['Mo'],['Mo'],"[{'filename': 'mo.fs.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Mo/3/mo.fs.eam.alloy'}]",,[]
1987--Ackland-G-J--Mo--LAMMPS--ipr3,1987--Ackland-G-J--Mo--LAMMPS--ipr3,0014647b-dd8e-4a96-a8b1-fab20b39c4de,1987--Ackland-G-J-Thetford-R--Mo,ff748ef8-f019-42b2-bdda-b5b5cadd6264,metal,atomic,False,eam/alloy,active,['Mo'],['Mo'],"[{'filename': 'mo.fs.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Mo/4/mo.fs.eam.alloy'}]","Potential 1987--Ackland-G-J--Mo--LAMMPS--ipr3 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Thetford-R--Mo/1987--Ackland-G-J--Mo--LAMMPS--ipr3.html
",['10.1080/01418618708204464']
1987--Ackland-G-J--Ni--LAMMPS--ipr1,1987--Ackland-G-J--Ni--LAMMPS--ipr1,7ba46c78-4880-45c4-86a6-87ee65acf5c4,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni,6fbc40e6-1388-4988-87d5-88805b1b3690,metal,atomic,False,eam/fs,active,['Ni'],['Ni'],"[{'filename': 'Ni.eam.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/2/Ni.eam.fs'}, {'filename': 'conversion_check.pdf', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/2/conversion_check.pdf'}]","Potential 1987--Ackland-G-J--Ni--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/1987--Ackland-G-J--Ni--LAMMPS--ipr1.html
",['10.1080/01418618708204485']
1987--Ackland-G-J--Ni--LAMMPS--ipr2,1987--Ackland-G-J--Ni--LAMMPS--ipr2,1510cddb-d6fe-4100-842e-a1002a0dfe7d,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni,6fbc40e6-1388-4988-87d5-88805b1b3690,metal,atomic,False,eam/fs,active,['Ni'],['Ni'],"[{'filename': 'Ni_v2.eam.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/3/Ni_v2.eam.fs'}]","Potential 1987--Ackland-G-J--Ni--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/1987--Ackland-G-J--Ni--LAMMPS--ipr2.html
",['10.1080/01418618708204485']
1988--Tersoff-J--Si-b--LAMMPS--ipr1,1988--Tersoff-J--Si-b--LAMMPS--ipr1,e01d150d-054c-46cd-a438-956e754436b6,1988--Tersoff-J--Si-b,fc49b18c-eb42-4e83-bf2f-4f1fe334be77,metal,atomic,False,tersoff,active,['Si'],['Si'],"[{'filename': '1988_Si(B).tersoff', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1988--Tersoff-J--Si-b/1/1988_Si(B).tersoff'}]","Potential 1988--Tersoff-J--Si-b--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1988--Tersoff-J--Si-b/1988--Tersoff-J--Si-b--LAMMPS--ipr1.html
",['10.1103/physrevb.37.6991']
1988--Tersoff-J--Si-c--LAMMPS--ipr1,1988--Tersoff-J--Si-c--LAMMPS--ipr1,267a8ce8-e0fa-444d-8d5a-029ca2d4ba41,1988--Tersoff-J--Si-c,ddd7d77b-7c4d-4de3-b703-97fdd0869457,metal,atomic,False,tersoff,active,['Si'],['Si'],"[{'filename': '1988_Si(C).tersoff', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1988--Tersoff-J--Si-c/1/1988_Si(C).tersoff'}]","Potential 1988--Tersoff-J--Si-c--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1988--Tersoff-J--Si-c/1988--Tersoff-J--Si-c--LAMMPS--ipr1.html
",['10.1103/physrevb.38.9902']
1989--Adams-J-B--Ag--LAMMPS--ipr1,1989--Adams-J-B--Ag--LAMMPS--ipr1,cbe0bfac-4e4c-49e4-91a4-e6d360ff0516,1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag,d1e36148-f138-4ee0-ab7d-1fb5442805d8,metal,atomic,False,eam,active,['Ag'],['Ag'],"[{'filename': 'agu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag/1/agu6.txt'}]","Potential 1989--Adams-J-B--Ag--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag/1989--Adams-J-B--Ag--LAMMPS--ipr1.html
",['10.1557/jmr.1989.0102']
1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,8a99e4c9-7a90-4c0e-96f5-57048066940f,1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt,9ddb10de-d3f8-43fe-9dfc-472d704537e1,metal,atomic,False,eam,active,"['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']","['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']","[{'filename': 'agu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt/1/agu6.txt'}, {'filename': 'auu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt/1/auu6.txt'}, {'filename': 'cuu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt/1/cuu6.txt'}, {'filename': 'niu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt/1/niu6.txt'}, {'filename': 'pdu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt/1/pdu6.txt'}, {'filename': 'ptu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt/1/ptu6.txt'}]","Potential 1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt/1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1.html
",['10.1557/jmr.1989.0102']
1989--Adams-J-B--Au--LAMMPS--ipr1,1989--Adams-J-B--Au--LAMMPS--ipr1,ee3495e7-e36a-418e-9de3-c5ef4643ef7f,1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Au,8018facc-a337-4e34-b13f-b293f36a3458,metal,atomic,False,eam,active,['Au'],['Au'],"[{'filename': 'auu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Au/1/auu6.txt'}]","Potential 1989--Adams-J-B--Au--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Au/1989--Adams-J-B--Au--LAMMPS--ipr1.html
",['10.1557/jmr.1989.0102']
1989--Adams-J-B--Cu--LAMMPS--ipr1,1989--Adams-J-B--Cu--LAMMPS--ipr1,ddb93f7b-349f-4ab2-a630-97de04d12eff,1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Cu,69d9f89a-f9a2-47ef-bd15-415d1bb7a9ba,metal,atomic,False,eam,active,['Cu'],['Cu'],"[{'filename': 'cuu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Cu/1/cuu6.txt'}]","Potential 1989--Adams-J-B--Cu--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Cu/1989--Adams-J-B--Cu--LAMMPS--ipr1.html
",['10.1557/jmr.1989.0102']
1989--Adams-J-B--Ni--LAMMPS--ipr1,1989--Adams-J-B--Ni--LAMMPS--ipr1,27a40f2f-0c18-417d-81cc-97b788bcecf7,1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ni,e4cf8356-8b84-4e07-ac2b-580419a21730,metal,atomic,False,eam,active,['Ni'],['Ni'],"[{'filename': 'niu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ni/1/niu6.txt'}]","Potential 1989--Adams-J-B--Ni--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ni/1989--Adams-J-B--Ni--LAMMPS--ipr1.html
",['10.1557/jmr.1989.0102']
1989--Adams-J-B--Pd--LAMMPS--ipr1,1989--Adams-J-B--Pd--LAMMPS--ipr1,a5486f00-b393-45af-9b99-c841d2615563,1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Pd,d43c300c-e557-42f8-87a0-c26cf82370df,metal,atomic,False,eam,active,['Pd'],['Pd'],"[{'filename': 'pdu6.txt', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Pd/1/pdu6.txt'}]","Potential 1989--Adams-J-B--Pd--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Pd/1989--Adams-J-B--Pd--LAMMPS--ipr1.html
",['10.1557/jmr.1989.0102']
